tm,watts,temperature,cool_dd,heat_dd,dewPoint,pressure,humidity,windSpeed
2016-01-02 05:00:00,1.603080397172807,28.96,0.0,36.04,18.87,1014.08,0.66,7.46
2016-01-02 06:00:00,1.6065718713426902,28.94,0.0,36.06,18.81,1014.47,0.65,6.69
2016-01-02 07:00:00,1.6212873927877194,28.71,0.0,36.29,18.4,1014.91,0.65,6.84
2016-01-02 08:00:00,1.6848932577983915,28.67,0.0,36.33,17.89,1015.26,0.64,8.23
2016-01-02 09:00:00,1.866593162767544,30.68,0.0,34.32,17.63,1015.7,0.58,8.26
2016-01-02 10:00:00,1.9009415886940064,32.12,0.0,32.88,17.5,1016.0,0.54,9.91
2016-01-02 11:00:00,2.0356287158826016,33.41,0.0,31.590000000000003,17.38,1015.61,0.51,10.38
2016-01-02 12:00:00,1.7321551145242682,34.84,0.0,30.159999999999997,17.46,1014.57,0.49,10.55
2016-01-02 13:00:00,1.7791822953263154,35.26,0.0,29.740000000000002,17.42,1014.1,0.48,11.68
2016-01-02 14:00:00,1.671097558482456,35.75,0.0,29.25,17.46,1013.51,0.47,9.97
2016-01-02 15:00:00,1.6647960648195907,34.72,0.0,30.28,18.03,1013.55,0.5,11.31
2016-01-02 16:00:00,1.7313643153036558,34.04,0.0,30.96,18.27,1013.89,0.52,8.75
2016-01-02 17:00:00,1.7920676023387432,33.21,0.0,31.79,18.84,1013.93,0.55,6.94
2016-01-02 18:00:00,1.9085091837263155,32.8,0.0,32.2,19.31,1013.87,0.57,6.56
2016-01-02 19:00:00,1.847627765601608,32.65,0.0,32.35,19.35,1014.17,0.58,6.53
2016-01-02 20:00:00,1.7401486427887431,32.49,0.0,32.51,19.7,1014.05,0.59,6.3
2016-01-02 21:00:00,1.7537392178390347,32.72,0.0,32.28,19.58,1013.7,0.58,7.04
2016-01-02 22:00:00,1.7695622465897658,32.66,0.0,32.34,19.78,1012.82,0.59,6.73
2016-01-02 23:00:00,1.6784871783622812,32.1,0.0,32.9,19.68,1012.31,0.6,6.94
2016-01-03 00:00:00,1.7517024707660818,31.7,0.0,33.3,19.92,1011.85,0.61,6.31
2016-01-03 01:00:00,1.5347167300184208,31.09,0.0,33.91,19.96,1011.42,0.63,7.23
2016-01-03 02:00:00,1.5846762207595029,30.53,0.0,34.47,19.69,1010.85,0.64,7.28
2016-01-03 03:00:00,1.5540437962947369,29.71,0.0,35.29,19.47,1010.27,0.65,6.87
2016-01-03 04:00:00,1.5712020175397667,29.21,0.0,35.79,19.24,1009.32,0.66,6.5
2016-01-03 05:00:00,1.6219662158859651,28.66,0.0,36.34,19.39,1008.98,0.68,7.16
2016-01-03 06:00:00,1.6023615058431282,27.46,0.0,37.54,19.54,1008.62,0.72,7.08
2016-01-03 07:00:00,1.6811345419146202,27.24,0.0,37.760000000000005,19.7,1008.43,0.73,6.17
2016-01-03 08:00:00,1.7906353094502931,28.19,0.0,36.81,20.7,1008.7,0.73,6.83
2016-01-03 09:00:00,1.8572009502918136,30.95,0.0,34.05,21.56,1008.99,0.68,7.93
2016-01-03 10:00:00,2.016727392788889,34.09,0.0,30.909999999999997,22.22,1008.8,0.61,8.82
2016-01-03 11:00:00,1.803412144253071,36.67,0.0,28.33,22.23,1008.29,0.55,8.7
2016-01-03 12:00:00,1.9351515009692977,37.64,0.0,27.36,22.48,1007.41,0.54,9.63
2016-01-03 13:00:00,1.9039586208580408,39.0,0.0,26.0,22.49,1006.86,0.51,12.17
2016-01-03 14:00:00,1.8181914741723681,39.5,0.0,25.5,22.62,1006.79,0.5,11.62
2016-01-03 15:00:00,1.678610733432017,39.16,0.0,25.840000000000003,22.67,1007.13,0.51,9.18
2016-01-03 16:00:00,1.7094728460014617,38.34,0.0,26.659999999999997,22.9,1007.69,0.53,8.13
2016-01-03 17:00:00,1.7675584624812857,37.15,0.0,27.85,22.96,1008.19,0.56,7.5
2016-01-03 18:00:00,1.888223265115058,35.7,0.0,29.299999999999997,23.02,1008.85,0.6,5.79
2016-01-03 19:00:00,1.9284840375250007,34.02,0.0,30.979999999999997,23.79,1009.39,0.66,5.14
2016-01-03 20:00:00,1.8492814083850888,33.94,0.0,31.060000000000002,23.53,1009.9,0.65,5.97
2016-01-03 21:00:00,1.9250147197818717,32.7,0.0,32.3,23.68,1010.07,0.69,5.02
2016-01-03 22:00:00,1.7951100316808477,31.71,0.0,33.29,23.62,1010.01,0.72,5.43
2016-01-03 23:00:00,1.737879478552778,30.35,0.0,34.65,23.45,1010.09,0.75,5.72
2016-01-04 00:00:00,1.7073210453242698,27.93,0.0,37.07,22.94,1010.22,0.81,3.75
2016-01-04 01:00:00,1.7602995077885963,27.73,0.0,37.269999999999996,22.37,1010.28,0.8,5.9
2016-01-04 02:00:00,1.5485145419067252,27.24,0.0,37.760000000000005,21.96,1010.51,0.8,6.14
2016-01-04 03:00:00,1.5832100438596493,28.39,0.0,36.61,20.68,1011.5,0.72,9.1
2016-01-04 04:00:00,1.5391681505891814,27.6,0.0,37.4,18.48,1011.83,0.68,12.18
2016-01-04 05:00:00,1.5649932821577484,27.55,0.0,37.45,17.23,1012.32,0.65,10.72
2016-01-04 06:00:00,1.7473572490245617,25.63,0.0,39.370000000000005,15.3,1013.31,0.64,11.04
2016-01-04 07:00:00,1.8966404288463452,24.3,0.0,40.7,13.64,1014.53,0.63,11.07
2016-01-04 08:00:00,2.1270513206631576,22.48,0.0,42.519999999999996,11.89,1015.48,0.63,11.19
2016-01-04 09:00:00,2.078511564323392,21.72,0.0,43.28,10.26,1016.24,0.61,12.89
2016-01-04 10:00:00,2.162513896196491,21.16,0.0,43.84,8.91,1017.28,0.58,11.8
2016-01-04 11:00:00,2.258895545802193,21.09,0.0,43.91,7.72,1017.53,0.56,12.23
2016-01-04 12:00:00,2.256417251463597,21.45,0.0,43.55,6.52,1017.27,0.52,12.37
2016-01-04 13:00:00,2.0706337256346488,21.62,0.0,43.379999999999995,5.98,1017.37,0.5,10.6
2016-01-04 14:00:00,1.9652560623827482,21.32,0.0,43.68,5.38,1017.62,0.49,12.1
2016-01-04 15:00:00,2.04215740985,20.3,0.0,44.7,3.64,1018.69,0.48,12.61
2016-01-04 16:00:00,2.189353401559796,18.16,0.0,46.84,2.06,1019.92,0.49,13.69
2016-01-04 17:00:00,2.3973990911268994,15.5,0.0,49.5,0.96,1021.38,0.52,14.65
2016-01-04 18:00:00,2.575971708089912,13.51,0.0,51.49,-0.72,1022.8,0.52,13.51
2016-01-04 19:00:00,2.7281116885969303,11.92,0.0,53.08,-1.54,1024.41,0.54,11.98
2016-01-04 20:00:00,2.80600584795117,10.72,0.0,54.28,-1.71,1025.81,0.56,13.29
2016-01-04 21:00:00,2.825371944442103,9.56,0.0,55.44,-2.87,1026.85,0.56,13.03
2016-01-04 22:00:00,2.6383607699788025,8.65,0.0,56.35,-3.63,1027.87,0.56,12.86
2016-01-04 23:00:00,2.648777341613304,7.45,0.0,57.55,-4.27,1028.74,0.58,11.79
2016-01-05 00:00:00,2.5639716837263165,6.57,0.0,58.43,-5.2,1029.27,0.58,11.16
2016-01-05 01:00:00,2.4041328849940045,6.27,0.0,58.730000000000004,-5.34,1029.82,0.58,10.65
2016-01-05 02:00:00,2.4362441057507302,5.71,0.0,59.29,-5.42,1030.67,0.59,9.79
2016-01-05 03:00:00,2.4755573562368416,5.34,0.0,59.66,-5.47,1031.53,0.6,8.12
2016-01-05 04:00:00,2.3944345102365494,5.09,0.0,59.91,-5.22,1032.02,0.61,6.95
2016-01-05 05:00:00,2.440465584799268,4.9,0.0,60.1,-5.03,1032.68,0.63,7.36
2016-01-05 06:00:00,2.550074471248976,4.77,0.0,60.230000000000004,-4.97,1033.65,0.63,7.76
2016-01-05 07:00:00,2.7633386695833333,4.62,0.0,60.38,-4.9,1034.49,0.64,7.19
2016-01-05 08:00:00,2.9106699878184217,5.08,0.0,59.92,-4.59,1035.32,0.63,6.32
2016-01-05 09:00:00,2.87164049951506,8.11,0.0,56.89,-3.73,1036.02,0.58,7.85
2016-01-05 10:00:00,2.6455554215479524,11.26,0.0,53.74,-3.25,1036.34,0.51,7.02
2016-01-05 11:00:00,2.4350485331364022,14.72,0.0,50.28,-3.14,1036.24,0.44,6.98
2016-01-05 12:00:00,2.3260211159834787,17.97,0.0,47.03,-3.2,1035.45,0.38,6.14
2016-01-05 13:00:00,2.34937127436535,20.37,0.0,44.629999999999995,-4.13,1034.85,0.33,6.23
2016-01-05 14:00:00,2.121842061404972,22.42,0.0,42.58,-2.82,1034.35,0.32,7.82
2016-01-05 15:00:00,2.2344412573055554,23.66,0.0,41.34,-3.49,1034.48,0.3,5.31
2016-01-05 16:00:00,2.332282134504533,23.17,0.0,41.83,-2.2,1035.22,0.32,2.76
2016-01-05 17:00:00,2.5399551681258767,19.78,0.0,45.22,-1.62,1035.83,0.38,3.12
2016-01-05 18:00:00,2.6602248148115493,17.09,0.0,47.91,1.71,1036.07,0.5,3.39
2016-01-05 19:00:00,2.6493716788514634,14.45,0.0,50.55,3.05,1036.27,0.6,3.5
2016-01-05 20:00:00,2.5695285160751467,13.45,0.0,51.55,3.94,1036.17,0.65,3.36
2016-01-05 21:00:00,2.460555004869152,12.43,0.0,52.57,3.51,1036.11,0.67,3.19
2016-01-05 22:00:00,2.495094544344151,11.54,0.0,53.46,3.84,1036.19,0.71,3.92
2016-01-05 23:00:00,2.3661346076957597,11.16,0.0,53.84,3.64,1035.97,0.71,2.39
2016-01-06 00:00:00,2.267516250000878,10.5,0.0,54.5,3.58,1035.56,0.73,4.63
2016-01-06 01:00:00,2.289929605264766,9.92,0.0,55.08,3.67,1034.91,0.75,2.57
2016-01-06 02:00:00,2.3255346320630115,9.68,0.0,55.32,2.89,1034.74,0.73,4.16
2016-01-06 03:00:00,2.3444819347035084,8.96,0.0,56.04,3.29,1034.7,0.77,1.84
2016-01-06 04:00:00,2.318371040450146,8.94,0.0,56.06,2.06,1034.49,0.73,6.56
2016-01-06 05:00:00,2.364912538982456,7.97,0.0,57.03,0.69,1034.21,0.71,1.05
2016-01-06 06:00:00,2.482140935670176,8.03,0.0,56.97,0.89,1034.4,0.72,2.17
2016-01-06 07:00:00,2.7248569590714906,7.23,0.0,57.769999999999996,0.6,1034.47,0.74,1.25
2016-01-06 08:00:00,2.8326484917213444,8.52,0.0,56.480000000000004,1.12,1034.39,0.71,3.47
2016-01-06 09:00:00,2.6259701705654974,14.09,0.0,50.91,5.85,1034.21,0.69,4.84
2016-01-06 10:00:00,2.4289069249507294,20.55,0.0,44.45,8.24,1034.17,0.58,4.76
2016-01-06 11:00:00,2.3689656700777766,27.31,0.0,37.69,8.72,1033.44,0.45,5.58
2016-01-06 12:00:00,2.3358147270970764,32.51,0.0,32.49,6.83,1032.17,0.33,5.43
2016-01-06 13:00:00,1.922485148635234,36.2,0.0,28.799999999999997,4.56,1031.03,0.26,6.59
2016-01-06 14:00:00,1.8286425219239768,38.55,0.0,26.450000000000003,3.64,1029.83,0.23,6.88
2016-01-06 15:00:00,1.8627136647159364,39.67,0.0,25.33,3.14,1029.29,0.21,6.23
2016-01-06 16:00:00,1.9366581773831864,37.9,0.0,27.1,3.85,1029.31,0.23,6.32
2016-01-06 17:00:00,2.19031124269152,31.84,0.0,33.16,6.97,1029.29,0.34,5.16
2016-01-06 18:00:00,2.1754136817752934,27.55,0.0,37.45,8.91,1029.55,0.45,4.2
2016-01-06 19:00:00,2.1907997733849416,25.09,0.0,39.91,10.02,1029.65,0.52,4.43
2016-01-06 20:00:00,2.4317760648171047,24.18,0.0,40.82,9.67,1029.61,0.53,4.06
2016-01-06 21:00:00,2.3417998148228083,22.58,0.0,42.42,9.6,1029.47,0.57,4.98
2016-01-06 22:00:00,2.171121773885234,21.55,0.0,43.45,9.81,1029.51,0.6,4.11
2016-01-06 23:00:00,2.1340647465864038,20.55,0.0,44.45,9.89,1029.13,0.63,4.35
2016-01-07 00:00:00,2.105501147659795,18.88,0.0,46.120000000000005,9.85,1028.42,0.67,1.16
2016-01-07 01:00:00,2.077707166174562,17.33,0.0,47.67,9.03,1027.86,0.69,2.91
2016-01-07 02:00:00,2.063217122322368,16.04,0.0,48.96,8.99,1027.5,0.73,1.85
2016-01-07 03:00:00,2.140414727095029,15.34,0.0,49.66,8.86,1027.3,0.75,3.31
2016-01-07 04:00:00,2.0831737743744148,14.2,0.0,50.8,8.12,1027.21,0.76,3.06
2016-01-07 05:00:00,2.1952318810947364,13.15,0.0,51.85,7.25,1027.5,0.77,1.25
2016-01-07 06:00:00,2.3223837914280705,12.91,0.0,52.09,7.49,1027.98,0.78,0.58
2016-01-07 07:00:00,2.4376462768004385,11.86,0.0,53.14,6.73,1028.2,0.79,1.21
2016-01-07 08:00:00,2.577242624265788,13.62,0.0,51.38,8.07,1028.03,0.78,2.45
2016-01-07 09:00:00,2.384137151559357,19.51,0.0,45.489999999999995,11.81,1028.24,0.71,4.25
2016-01-07 10:00:00,2.3608275073062863,24.66,0.0,40.34,13.08,1028.18,0.61,2.24
2016-01-07 11:00:00,2.1237671271852343,29.53,0.0,35.47,13.45,1027.41,0.51,4.48
2016-01-07 12:00:00,2.133222146692689,34.11,0.0,30.89,11.44,1026.05,0.38,4.1
2016-01-07 13:00:00,1.882723101852924,37.45,0.0,27.549999999999997,9.68,1024.9,0.31,1.36
2016-01-07 14:00:00,1.7094965789469296,39.57,0.0,25.43,9.41,1024.04,0.28,1.82
2016-01-07 15:00:00,1.7409161939539468,40.98,0.0,24.020000000000003,8.25,1024.16,0.25,1.15
2016-01-07 16:00:00,1.8442150584789476,38.08,0.0,26.92,11.89,1024.3,0.33,1.15
2016-01-07 17:00:00,2.0525882967875724,30.65,0.0,34.35,13.37,1024.75,0.48,0.74
2016-01-07 18:00:00,2.1203054093577487,26.52,0.0,38.480000000000004,13.7,1025.18,0.58,2.49
2016-01-07 19:00:00,2.06167289229386,24.1,0.0,40.9,13.38,1025.6,0.63,2.93
2016-01-07 20:00:00,2.0859673440581865,22.75,0.0,42.25,13.66,1025.77,0.68,3.97
2016-01-07 21:00:00,2.1834196881106718,21.3,0.0,43.7,13.36,1025.25,0.71,3.11
2016-01-07 22:00:00,2.1764373245635973,20.36,0.0,44.64,13.58,1024.91,0.75,3.54
2016-01-07 23:00:00,2.149166059939475,19.18,0.0,45.82,13.33,1024.79,0.78,4.26
2016-01-08 00:00:00,2.202659961010527,18.49,0.0,46.510000000000005,12.85,1024.47,0.78,3.05
2016-01-08 01:00:00,2.0949198562331866,17.75,0.0,47.25,12.67,1024.31,0.8,3.74
2016-01-08 02:00:00,2.0684103947321635,17.17,0.0,47.83,12.47,1024.4,0.81,4.37
2016-01-08 03:00:00,2.016562958092252,17.5,0.0,47.5,12.66,1024.32,0.81,3.94
2016-01-08 04:00:00,2.1426089278741225,17.66,0.0,47.34,12.72,1024.2,0.81,4.73
2016-01-08 05:00:00,2.02519843567076,17.31,0.0,47.69,12.34,1024.48,0.8,5.07
2016-01-08 06:00:00,2.1638762085808474,17.53,0.0,47.47,12.54,1025.23,0.8,5.59
2016-01-08 07:00:00,2.418264234892544,17.64,0.0,47.36,12.99,1025.29,0.82,5.37
2016-01-08 08:00:00,2.389472867932603,19.82,0.0,45.18,14.62,1025.21,0.8,4.08
2016-01-08 09:00:00,2.3119362987340635,25.36,0.0,39.64,18.59,1025.7,0.75,3.46
2016-01-08 10:00:00,2.1331962305033616,30.73,0.0,34.269999999999996,21.42,1025.98,0.68,5.35
2016-01-08 11:00:00,2.146167872811111,34.31,0.0,30.689999999999998,22.74,1025.58,0.62,5.01
2016-01-08 12:00:00,2.190639914718275,35.52,0.0,29.479999999999997,23.82,1025.16,0.62,5.07
2016-01-08 13:00:00,1.969248265103216,37.0,0.0,28.0,24.99,1024.8,0.61,5.28
2016-01-08 14:00:00,1.86424290935,37.22,0.0,27.78,26.23,1024.28,0.64,5.82
2016-01-08 15:00:00,1.92471676412924,36.9,0.0,28.1,26.36,1024.33,0.65,5.39
2016-01-08 16:00:00,1.9129671198871347,36.09,0.0,28.909999999999997,26.78,1024.13,0.69,4.29
2016-01-08 17:00:00,2.0221247319728057,35.28,0.0,29.72,27.25,1024.07,0.72,4.96
2016-01-08 18:00:00,2.0327078533157894,34.74,0.0,30.259999999999998,27.73,1024.4,0.75,4.33
2016-01-08 19:00:00,2.13103457358231,34.76,0.0,30.240000000000002,28.11,1024.44,0.76,5.1
2016-01-08 20:00:00,1.94636416422924,34.55,0.0,30.450000000000003,28.57,1024.51,0.79,4.93
2016-01-08 21:00:00,1.9059513279725155,34.88,0.0,30.119999999999997,28.78,1024.66,0.78,2.41
2016-01-08 22:00:00,1.8482386354769011,34.98,0.0,30.020000000000003,28.71,1024.54,0.78,2.78
2016-01-08 23:00:00,1.9232841666659348,34.42,0.0,30.58,28.57,1025.02,0.79,2.64
2016-01-09 00:00:00,1.7064836086761699,34.5,0.0,30.5,28.75,1024.8,0.79,4.6
2016-01-09 01:00:00,1.5534360428836247,34.42,0.0,30.58,29.6,1024.22,0.82,4.31
2016-01-09 02:00:00,1.5669734990267536,34.08,0.0,30.92,29.84,1024.16,0.84,3.7
2016-01-09 03:00:00,1.516273135967544,34.04,0.0,30.96,30.08,1024.1,0.85,3.62
2016-01-09 04:00:00,1.4649803386931288,34.07,0.0,30.93,30.56,1023.71,0.87,4.19
2016-01-09 05:00:00,1.4916502046801172,34.12,0.0,30.880000000000003,30.44,1023.53,0.86,3.71
2016-01-09 06:00:00,1.5085244956127202,34.25,0.0,30.75,30.73,1023.72,0.87,2.55
2016-01-09 07:00:00,1.555785180313451,34.03,0.0,30.97,30.87,1023.67,0.88,2.25
2016-01-09 08:00:00,1.756053494147953,34.53,0.0,30.47,31.3,1023.72,0.88,3.05
2016-01-09 09:00:00,1.9046499439635969,35.59,0.0,29.409999999999997,31.61,1024.05,0.85,3.28
2016-01-09 10:00:00,1.9514213742732451,37.14,0.0,27.86,32.1,1024.9,0.82,2.85
2016-01-09 11:00:00,2.0161872563372807,38.61,0.0,26.39,32.64,1024.7,0.79,4.21
2016-01-09 12:00:00,1.6697624926902055,39.77,0.0,25.229999999999997,32.98,1023.37,0.76,4.04
2016-01-09 13:00:00,1.660809819690788,40.74,0.0,24.259999999999998,32.93,1022.79,0.73,4.63
2016-01-09 14:00:00,1.5848754897618431,41.15,0.0,23.85,32.91,1022.61,0.72,5.03
2016-01-09 15:00:00,1.577073832845761,41.22,0.0,23.78,33.15,1022.04,0.73,4.82
2016-01-09 16:00:00,1.5145814790426897,40.52,0.0,24.479999999999997,33.08,1022.17,0.75,3.56
2016-01-09 17:00:00,1.6953981944422516,38.8,0.0,26.200000000000003,32.84,1022.49,0.79,3.94
2016-01-09 18:00:00,1.797155577488596,38.22,0.0,26.78,32.88,1022.91,0.81,4.12
2016-01-09 19:00:00,1.706427631579971,37.4,0.0,27.6,33.1,1023.46,0.84,4.1
2016-01-09 20:00:00,1.6231705458023382,36.99,0.0,28.009999999999998,32.89,1023.25,0.85,3.38
2016-01-09 21:00:00,1.645083230989474,36.53,0.0,28.47,32.79,1023.08,0.86,4.2
2016-01-09 22:00:00,1.7559507212473686,36.13,0.0,28.869999999999997,32.79,1022.82,0.88,5.2
2016-01-09 23:00:00,1.5234433479485372,36.04,0.0,28.96,33.24,1022.07,0.89,3.85
2016-01-10 00:00:00,1.5118859161793865,36.33,0.0,28.67,33.51,1021.28,0.89,3.81
2016-01-10 01:00:00,1.5068010526318718,36.33,0.0,28.67,33.59,1020.31,0.9,4.57
2016-01-10 02:00:00,1.4454514205685678,36.84,0.0,28.159999999999997,34.14,1019.37,0.9,5.85
2016-01-10 03:00:00,1.418645041422515,36.77,0.0,28.229999999999997,34.11,1018.76,0.9,2.97
2016-01-10 04:00:00,1.3427859454210516,37.19,0.0,27.810000000000002,34.45,1017.98,0.9,6.34
2016-01-10 05:00:00,1.3994564961021934,37.97,0.0,27.03,35.23,1015.8,0.9,6.57
2016-01-10 06:00:00,1.381432032169445,39.19,0.0,25.810000000000002,36.34,1014.47,0.89,6.19
2016-01-10 07:00:00,1.4096911379135968,39.93,0.0,25.07,37.42,1012.83,0.91,6.55
2016-01-10 08:00:00,1.5775174488282158,41.24,0.0,23.759999999999998,38.75,1010.9,0.91,6.39
2016-01-10 09:00:00,1.7793244054635962,43.89,0.0,21.11,40.7,1008.98,0.88,8.84
2016-01-10 10:00:00,1.7542330628643277,46.86,0.0,18.14,43.71,1006.27,0.89,8.69
2016-01-10 11:00:00,1.7329999707631583,48.61,0.0,16.39,46.13,1003.34,0.91,5.09
2016-01-10 12:00:00,1.8122541057523396,49.78,0.0,15.219999999999999,47.28,1000.28,0.91,3.7
2016-01-10 13:00:00,1.7049788693934207,50.75,0.0,14.25,48.04,997.49,0.9,5.44
2016-01-10 14:00:00,1.5158982261188592,53.24,0.0,11.759999999999998,50.38,995.02,0.9,7.64
2016-01-10 15:00:00,1.5753182212472217,53.49,0.0,11.509999999999998,51.01,993.67,0.91,7.54
2016-01-10 16:00:00,1.4480960087728068,55.08,0.0,9.920000000000002,52.33,992.18,0.9,10.22
2016-01-10 17:00:00,1.5210220662795322,54.3,0.0,10.700000000000003,50.87,991.19,0.88,10.24
2016-01-10 18:00:00,1.511935847953216,51.97,0.0,13.030000000000001,47.51,991.77,0.85,11.87
2016-01-10 19:00:00,1.5099465009691535,49.83,0.0,15.170000000000002,45.76,992.27,0.86,6.85
2016-01-10 20:00:00,1.3811910916153507,48.15,0.0,16.85,43.64,992.56,0.84,8.6
2016-01-10 21:00:00,1.3343846783638889,47.07,0.0,17.93,42.24,993.09,0.83,8.06
2016-01-10 22:00:00,1.4023830799241237,44.15,0.0,20.85,38.66,993.95,0.81,7.98
2016-01-10 23:00:00,1.394161059942982,43.71,0.0,21.29,36.01,995.55,0.74,13.24
2016-01-11 00:00:00,1.4364141154940064,40.2,0.0,24.799999999999997,30.24,997.12,0.67,15.55
2016-01-11 01:00:00,1.293492093079678,37.99,0.0,27.009999999999998,26.37,998.36,0.63,14.1
2016-01-11 02:00:00,1.3544038596524854,36.36,0.0,28.64,23.54,999.75,0.59,13.27
2016-01-11 03:00:00,1.3180207529273391,35.07,0.0,29.93,20.47,1001.02,0.55,14.46
2016-01-11 04:00:00,1.3587466617951756,32.92,0.0,32.08,17.6,1002.24,0.53,13.28
2016-01-11 05:00:00,1.3703286720280703,30.77,0.0,34.230000000000004,14.33,1003.64,0.5,16.71
2016-01-11 06:00:00,1.5777374147216372,29.14,0.0,35.86,12.48,1005.34,0.49,14.64
2016-01-11 07:00:00,1.806403944936696,28.09,0.0,36.91,10.5,1006.44,0.47,11.28
2016-01-11 08:00:00,2.008352083334065,28.1,0.0,36.9,10.7,1007.36,0.47,12.25
2016-01-11 09:00:00,2.036634329918128,28.71,0.0,36.29,9.03,1008.36,0.43,16.09
2016-01-11 10:00:00,2.084914729535233,28.9,0.0,36.1,7.81,1009.39,0.4,16.13
2016-01-11 11:00:00,2.0151090959989766,29.07,0.0,35.93,6.49,1009.76,0.38,16.44
2016-01-11 12:00:00,2.013431571639035,29.53,0.0,35.47,5.45,1009.52,0.35,14.73
2016-01-11 13:00:00,1.8376080628625724,29.91,0.0,35.09,5.4,1009.77,0.35,15.83
2016-01-11 14:00:00,1.7167915277827486,30.14,0.0,34.86,5.1,1010.13,0.34,15.28
2016-01-11 15:00:00,1.8532904751457613,29.27,0.0,35.730000000000004,5.15,1010.93,0.35,16.91
2016-01-11 16:00:00,1.972671483913304,28.02,0.0,36.980000000000004,4.94,1012.0,0.37,13.44
2016-01-11 17:00:00,2.163082950783334,26.31,0.0,38.69,5.03,1013.41,0.39,11.68
2016-01-11 18:00:00,2.3428102899612564,25.31,0.0,39.69,4.71,1014.83,0.41,9.06
2016-01-11 19:00:00,2.2878139010703213,24.47,0.0,40.53,3.94,1016.01,0.41,9.05
2016-01-11 20:00:00,2.3508477339214906,23.37,0.0,41.629999999999995,4.25,1016.87,0.43,9.11
2016-01-11 21:00:00,2.390020528753801,22.39,0.0,42.61,3.82,1017.38,0.44,8.22
2016-01-11 22:00:00,2.452658845031872,21.38,0.0,43.620000000000005,3.98,1017.9,0.46,5.5
2016-01-11 23:00:00,2.2388500316751463,20.44,0.0,44.56,4.86,1018.36,0.5,4.94
2016-01-12 00:00:00,2.118907487814327,18.45,0.0,46.55,6.35,1018.47,0.58,4.91
2016-01-12 01:00:00,2.0311473708586263,18.45,0.0,46.55,6.66,1018.51,0.59,3.4
2016-01-12 02:00:00,2.0087371710483928,16.77,0.0,48.230000000000004,7.73,1018.65,0.67,1.57
2016-01-12 03:00:00,1.9790067105295324,16.56,0.0,48.44,8.72,1018.77,0.71,2.31
