tm,watts,visibility,dewPoint,humidity,temperature,pressure,cloudCover,windSpeed,precipIntensity,precipProbability
2015-01-03 14:00:00,2.3101509722314817,9.09,11.49,0.47,29.1,1032.45,0.07,6.02,0.0,0.0
2015-01-03 15:00:00,2.311429169224537,4.87,17.06,0.66,26.93,1032.56,0.0,6.38,0.0041,0.16
2015-01-03 16:00:00,2.303994092071759,2.92,19.15,0.77,25.46,1031.68,0.0,7.25,0.0078,0.39
2015-01-03 17:00:00,2.4600977829282407,3.16,20.14,0.81,25.04,1030.15,0.0,4.47,0.0129,0.54
2015-01-03 18:00:00,2.5079996270532394,2.32,21.23,0.86,24.91,1029.28,,3.61,0.0147,0.56
2015-01-03 19:00:00,2.4800088271759275,2.21,21.77,0.87,25.06,1028.67,1.0,3.33,0.037000000000000005,0.69
2015-01-03 20:00:00,2.4620182381597226,2.33,22.08,0.88,25.14,1030.21,,2.99,0.0299,0.66
2015-01-03 21:00:00,2.384372631178241,2.34,22.81,0.88,25.76,1028.61,,4.37,0.0371,0.69
2015-01-03 22:00:00,2.2117038502939823,3.1,24.84,0.9,27.46,1026.53,,3.66,0.0315,0.67
2015-01-03 23:00:00,2.321393533967592,3.35,26.14,0.91,28.55,1025.9,,5.07,0.0195,0.6
2015-01-04 00:00:00,2.196166044231482,4.51,27.71,0.91,29.93,1023.74,,5.46,0.0161,0.58
2015-01-04 01:00:00,2.046124225803241,3.54,28.71,0.91,30.96,1021.58,1.0,5.4,0.0284,0.65
2015-01-04 02:00:00,1.8104087525879633,3.5,29.56,0.91,31.99,1019.83,,5.72,0.0278,0.65
2015-01-04 03:00:00,1.7334274099606475,4.59,30.48,0.92,32.61,1018.46,,5.69,0.0232,0.63
2015-01-04 04:00:00,1.7286149331273148,4.2,31.19,0.92,33.18,1017.09,,4.49,0.0125,0.54
2015-01-04 05:00:00,1.7000231918680555,6.07,31.79,0.94,33.34,1016.12,,4.28,0.012,0.53
2015-01-04 06:00:00,1.638745560675926,6.65,31.63,0.95,32.95,1015.27,,2.31,0.0167,0.58
2015-01-04 07:00:00,1.722499189819445,4.05,31.91,0.95,33.12,1014.84,1.0,1.47,0.02,0.61
2015-01-04 08:00:00,1.821575005155093,3.24,31.74,0.95,33.14,1014.73,,2.75,0.0295,0.66
2015-01-04 09:00:00,2.009219084377315,2.76,31.9,0.94,33.33,1014.09,,1.82,0.0301,0.66
2015-01-04 10:00:00,2.007166643530092,4.08,32.31,0.94,33.76,1012.45,0.18,4.01,0.0114,0.53
2015-01-04 11:00:00,2.1180892078217592,5.04,32.64,0.94,34.06,1010.51,0.31,3.37,0.0117,0.53
2015-01-04 12:00:00,2.1244579115370374,3.15,33.26,0.95,34.53,1009.91,,0.72,0.004,0.15
2015-01-04 13:00:00,2.3557916049328713,1.99,34.38,0.95,35.6,1008.54,,1.77,0.0022,0.06
2015-01-04 14:00:00,2.084654346710648,1.71,35.08,0.95,36.31,1007.12,,3.5,0.0074,0.37
2015-01-04 15:00:00,2.0089666075185195,1.61,35.32,0.95,36.61,1006.79,,2.09,0.006999999999999999,0.34
2015-01-04 16:00:00,1.9390806250092594,2.41,35.97,0.95,37.3,1005.83,0.31,4.02,0.0,0.0
2015-01-04 17:00:00,1.9742581815833329,3.36,37.14,0.95,38.46,1005.21,0.31,4.41,0.0054,0.23
2015-01-04 18:00:00,2.0895004964120383,3.67,37.01,0.95,38.21,1004.82,0.18,3.98,0.006,0.27
2015-01-04 19:00:00,2.047459858560186,3.41,37.06,0.94,38.53,1004.82,0.76,2.99,0.0016,0.03
2015-01-04 20:00:00,2.123347875523148,3.16,37.29,0.94,38.82,1004.45,,4.84,0.011,0.52
2015-01-04 21:00:00,2.234182554011573,3.89,37.18,0.93,39.0,1004.08,,3.92,0.0125,0.54
2015-01-04 22:00:00,2.0780797710879626,6.83,38.58,0.89,41.62,1004.66,,6.85,0.0139,0.55
2015-01-04 23:00:00,2.0289043621412044,8.97,36.83,0.84,41.33,1004.62,0.31,6.51,0.0164,0.58
2015-01-05 00:00:00,1.817749359583333,9.87,35.54,0.8,41.12,1005.53,0.31,8.48,0.0145,0.56
2015-01-05 01:00:00,1.7099575668680562,9.87,33.79,0.77,40.47,1006.39,0.34,11.2,0.0246,0.63
2015-01-05 02:00:00,1.6288295936226858,10.0,30.66,0.69,39.86,1007.38,0.12,16.43,0.0144,0.56
2015-01-05 03:00:00,1.5582466177800938,9.87,27.57,0.65,38.45,1008.31,0.26,11.23,0.0,0.0
2015-01-05 04:00:00,1.5811410082222224,10.0,26.27,0.62,38.03,1008.72,0.2,12.96,0.0063,0.29
2015-01-05 05:00:00,1.6248243698495375,9.73,24.93,0.62,36.61,1009.61,0.21,13.37,0.0032,0.11
2015-01-05 06:00:00,1.6544953934907412,9.56,21.53,0.57,35.27,1011.15,0.26,17.04,0.0,0.0
2015-01-05 07:00:00,1.893157739201389,9.62,18.74,0.54,33.38,1013.07,0.28,18.45,0.0,0.0
2015-01-05 08:00:00,2.0274411162523145,9.68,15.92,0.51,31.8,1014.62,0.13,18.51,0.0,0.0
2015-01-05 09:00:00,2.1101104861203694,10.0,13.39,0.48,30.95,1016.27,0.21,19.18,0.0,0.0
2015-01-05 10:00:00,2.0888933384699078,9.32,11.47,0.46,29.85,1017.29,0.26,19.33,0.0,0.0
2015-01-05 11:00:00,2.0109267875347223,9.14,10.69,0.45,29.49,1017.49,0.26,17.65,0.0,0.0
2015-01-05 12:00:00,1.943981139416666,9.29,9.13,0.43,28.57,1017.32,0.27,17.78,0.0,0.0
2015-01-05 13:00:00,2.082286077678241,9.13,8.05,0.44,27.11,1017.87,0.27,20.04,0.0,0.0
2015-01-05 14:00:00,1.874924531928241,9.62,6.71,0.43,25.87,1019.07,0.28,18.25,0.0,0.0
2015-01-05 15:00:00,1.8542314634560184,9.79,3.47,0.39,24.78,1020.36,0.25,15.99,0.0,0.0
2015-01-05 16:00:00,1.9701188065763888,9.92,3.54,0.44,22.32,1021.81,0.19,19.79,0.0,0.0
2015-01-05 17:00:00,2.379020007708333,9.88,0.34,0.41,20.32,1023.26,0.22,16.98,0.0,0.0
2015-01-05 18:00:00,2.648668829724537,10.0,0.39,0.44,18.6,1024.79,0.15,14.2,0.0,0.0
2015-01-05 19:00:00,2.665365429539352,10.0,-1.15,0.43,17.23,1026.55,0.2,16.62,0.0,0.0
2015-01-05 20:00:00,2.5851745190462982,9.49,-1.44,0.45,16.19,1027.91,0.11,13.85,0.0,0.0
2015-01-05 21:00:00,2.5554111754212965,9.25,-1.5,0.47,15.05,1027.7,0.08,11.58,0.0,0.0
2015-01-05 22:00:00,2.4692619727476846,9.89,-1.98,0.48,13.83,1027.42,0.02,10.65,0.0,0.0
2015-01-05 23:00:00,2.5740722942361107,10.0,-2.48,0.49,13.26,1027.89,0.08,9.38,0.0,0.0
2015-01-06 00:00:00,2.6877049485486113,9.68,-2.13,0.51,12.51,1027.89,0.1,7.81,0.0,0.0
2015-01-06 01:00:00,2.491177096180556,9.89,-1.38,0.54,12.07,1028.78,0.06,7.34,0.0,0.0
2015-01-06 02:00:00,2.36896480968287,10.0,-1.08,0.57,11.28,1029.5,0.09,6.93,0.0,0.0
2015-01-06 03:00:00,2.337450987627315,10.0,-0.47,0.6,10.74,1029.49,0.06,5.9,0.0,0.0
2015-01-06 04:00:00,2.404333063277778,10.0,-0.09,0.62,10.34,1028.83,0.03,5.99,0.0,0.0
2015-01-06 05:00:00,2.401626977914352,10.0,1.1,0.65,10.58,1028.17,0.02,3.45,0.0,0.0
2015-01-06 06:00:00,2.410733780861111,10.0,1.37,0.64,11.25,1028.28,0.02,4.6,0.0,0.0
2015-01-06 07:00:00,2.6054485313703704,10.0,1.33,0.62,11.64,1028.04,0.09,4.07,0.0,0.0
2015-01-06 08:00:00,2.557937926953704,10.0,1.55,0.6,12.75,1028.72,0.08,4.92,0.0,0.0
2015-01-06 09:00:00,2.726398330743055,10.0,0.88,0.56,13.71,1028.36,0.19,5.54,0.0,0.0
2015-01-06 10:00:00,2.7188127340532398,4.7,3.83,0.64,13.65,1027.98,0.19,6.23,0.0,0.0
2015-01-06 11:00:00,2.690996226847222,1.89,6.4,0.72,13.66,1026.68,0.0,4.47,0.0,0.0
2015-01-06 12:00:00,2.617864447020833,1.89,8.16,0.76,14.39,1024.86,,4.31,0.0,0.0
2015-01-06 13:00:00,2.5119499639861114,2.72,8.15,0.73,15.07,1023.57,1.0,4.29,0.0013,0.02
2015-01-06 14:00:00,2.560293618824074,3.05,8.29,0.73,15.51,1022.63,0.31,3.85,0.0,0.0
2015-01-06 15:00:00,2.4863094830185184,4.81,7.99,0.71,15.58,1021.77,0.31,3.02,0.0,0.0
2015-01-06 16:00:00,2.447210663578703,7.34,7.85,0.71,15.42,1021.0,0.18,2.41,0.0,0.0
2015-01-06 17:00:00,2.799975982511574,7.61,8.53,0.75,15.0,1020.69,0.23,3.55,0.0,0.0
2015-01-06 18:00:00,2.827650370363427,7.05,9.56,0.82,14.1,1020.1,0.26,1.45,0.0,0.0
2015-01-06 19:00:00,2.8780125745717595,7.66,8.63,0.84,12.64,1019.64,0.28,0.49,0.0015,0.03
2015-01-06 20:00:00,2.8349447042129645,9.32,6.09,0.85,9.61,1019.4,0.07,1.13,0.0,0.0
2015-01-06 21:00:00,2.833572420275463,9.19,3.9,0.84,7.64,1018.82,0.14,2.12,0.0,0.0
2015-01-06 22:00:00,2.8690327340763897,9.56,3.44,0.84,7.37,1018.59,0.14,2.44,0.0,0.0
2015-01-06 23:00:00,2.8281797196458345,9.67,1.64,0.83,5.59,1017.87,0.05,4.91,0.0,0.0
2015-01-07 00:00:00,2.724315246907408,9.75,1.38,0.84,5.12,1016.64,0.13,2.01,0.0,0.0
2015-01-07 01:00:00,2.6012273225509266,9.5,1.01,0.84,4.76,1015.3,0.15,1.35,0.0,0.0
2015-01-07 02:00:00,2.5781134104884256,9.51,1.1,0.81,5.56,1015.0,0.06,1.79,0.0,0.0
2015-01-07 03:00:00,2.4476390920810185,9.57,3.22,0.81,7.69,1014.97,0.07,3.83,0.0,0.0
2015-01-07 04:00:00,2.4647846219097214,9.35,5.12,0.8,10.01,1014.1,0.04,4.46,0.0,0.0
2015-01-07 05:00:00,2.4478414969375004,8.92,6.0,0.8,10.84,1013.21,0.09,4.37,0.0,0.0
2015-01-07 06:00:00,2.5912210982407395,9.59,5.94,0.8,10.98,1012.57,0.31,3.47,0.0,0.0
2015-01-07 07:00:00,2.709703876046297,9.35,4.69,0.79,9.78,1012.35,0.23,4.82,0.0,0.0
2015-01-07 08:00:00,2.756591473745371,9.7,5.34,0.8,10.32,1012.44,0.21,4.44,0.0,0.0
2015-01-07 09:00:00,2.6743798173842595,9.29,7.22,0.76,13.32,1012.11,0.19,8.52,0.0,0.0
2015-01-07 10:00:00,2.517718685701389,9.7,8.42,0.68,17.11,1011.56,0.1,10.12,0.0,0.0
2015-01-07 11:00:00,2.5954230607037037,8.84,6.02,0.56,19.23,1011.02,0.27,12.61,0.0,0.0
2015-01-07 12:00:00,2.51088519804861,9.57,4.8,0.51,20.16,1010.47,0.23,15.52,0.0,0.0
2015-01-07 13:00:00,2.5034382561759267,8.83,5.15,0.52,20.02,1010.39,0.41,16.65,0.0,0.0
2015-01-07 14:00:00,2.474064657909722,7.6,5.07,0.53,19.25,1011.33,0.22,15.13,0.0,0.0
2015-01-07 15:00:00,2.3285845447453712,8.17,2.03,0.49,17.96,1012.58,0.18,17.43,0.0,0.0
2015-01-07 16:00:00,2.3353071579143507,9.6,-2.66,0.43,16.08,1013.99,0.29,17.14,0.0,0.0
2015-01-07 17:00:00,2.6962212705902777,9.74,-7.06,0.4,12.56,1015.8,0.29,18.83,0.0,0.0
2015-01-07 18:00:00,2.959676800414353,9.63,-9.16,0.42,9.24,1017.63,0.13,21.02,0.0,0.0
2015-01-07 19:00:00,3.0589096296388902,9.89,-11.97,0.41,6.54,1019.19,0.14,15.79,0.0,0.0
2015-01-07 20:00:00,3.1252741100995363,10.0,-12.43,0.44,4.61,1020.2,0.11,17.06,0.0,0.0
2015-01-07 21:00:00,3.139042199087962,10.0,-13.94,0.44,3.17,1021.22,0.04,16.79,0.0,0.0
2015-01-07 22:00:00,3.0889260776712972,10.0,-14.43,0.45,1.96,1022.01,0.0,13.3,0.0,0.0
2015-01-07 23:00:00,3.0056700977500013,10.0,-15.14,0.46,0.67,1022.55,0.0,12.96,0.0,0.0
2015-01-08 00:00:00,2.92440545267361,10.0,-15.51,0.48,-0.43,1022.84,0.0,12.87,0.0,0.0
2015-01-08 01:00:00,2.936862499981482,10.0,-15.71,0.5,-1.5,1023.59,0.0,13.68,0.0,0.0
2015-01-08 02:00:00,2.9338608873541676,10.0,-16.39,0.5,-2.56,1024.41,0.0,12.71,0.0,0.0
2015-01-08 03:00:00,2.847766051949074,10.0,-17.14,0.5,-3.12,1024.95,0.0,10.77,0.0,0.0
2015-01-08 04:00:00,2.8851413837384254,10.0,-16.87,0.53,-4.0,1025.37,0.0,9.32,0.0,0.0
2015-01-08 05:00:00,2.8550293904212976,10.0,-16.92,0.53,-4.2,1025.81,0.0,7.86,0.0,0.0
2015-01-08 06:00:00,2.8953817232685175,10.0,-16.45,0.56,-4.74,1026.71,0.02,8.4,0.0,0.0
2015-01-08 07:00:00,3.1058756172962956,10.0,-15.7,0.57,-4.49,1027.66,0.07,8.87,0.0,0.0
2015-01-08 08:00:00,3.2231462037013867,10.0,-14.0,0.59,-3.35,1028.6,0.0,6.4,0.0,0.0
2015-01-08 09:00:00,3.206069184655094,10.0,-12.55,0.57,-0.88,1028.68,0.0,7.31,0.0,0.0
2015-01-08 10:00:00,2.9431729809884257,10.0,-10.39,0.52,3.27,1028.4,0.02,7.38,0.0,0.0
2015-01-08 11:00:00,2.9986937474282405,10.0,-7.53,0.49,7.62,1027.72,0.0,8.14,0.0,0.0
2015-01-08 12:00:00,2.889882415111109,10.0,-4.71,0.48,11.3,1026.67,0.02,8.72,0.0,0.0
2015-01-08 13:00:00,2.6000030272685186,10.0,-3.11,0.45,14.37,1025.77,0.02,8.46,0.0,0.0
2015-01-08 14:00:00,2.4632105324305567,10.0,-2.6,0.42,16.31,1025.75,0.04,10.23,0.0,0.0
2015-01-08 15:00:00,2.472885228916666,10.0,-2.0,0.41,17.69,1025.83,0.06,9.54,0.0,0.0
2015-01-08 16:00:00,2.3231875745856487,10.0,-2.17,0.4,18.05,1026.1,0.03,11.31,0.0,0.0
2015-01-08 17:00:00,2.6005370293055554,10.0,-1.79,0.44,16.13,1025.93,0.02,7.19,0.0,0.0
2015-01-08 18:00:00,2.8790461033842583,9.95,-1.72,0.46,15.54,1025.6,0.0,5.95,0.0,0.0
2015-01-08 19:00:00,2.962558518532407,10.0,-0.8,0.47,15.74,1025.27,0.08,7.93,0.0,0.0
2015-01-08 20:00:00,2.7140506172986125,10.0,-0.15,0.49,15.37,1025.22,0.04,9.03,0.0,0.0
2015-01-08 21:00:00,2.6649891460949067,10.0,-0.11,0.5,14.93,1024.69,0.02,8.38,0.0,0.0
2015-01-08 22:00:00,2.726549274662038,10.0,0.14,0.52,14.46,1024.08,0.05,9.27,0.0,0.0
2015-01-08 23:00:00,2.690583814344907,10.0,0.45,0.53,14.34,1022.95,0.1,7.88,0.0,0.0
2015-01-09 00:00:00,2.6271401105995382,10.0,1.17,0.55,14.44,1022.07,0.03,8.78,0.0,0.0
2015-01-09 01:00:00,2.550316983023149,10.0,0.74,0.52,15.19,1020.86,0.28,10.13,0.0,0.0
2015-01-09 02:00:00,2.5385002829328704,10.0,-0.33,0.48,15.68,1019.73,0.22,12.76,0.0,0.0
2015-01-09 03:00:00,2.48569216562037,9.18,0.55,0.5,15.77,1018.49,0.22,12.4,0.0,0.0
2015-01-09 04:00:00,2.384955030881944,8.59,4.0,0.58,16.09,1017.24,0.24,10.91,0.0,0.0
2015-01-09 05:00:00,2.342037075608797,5.42,7.37,0.65,16.98,1016.11,0.15,9.96,0.0022,0.06
2015-01-09 06:00:00,2.3483193286828694,3.58,11.32,0.74,18.09,1015.32,0.31,8.96,0.0032,0.11
2015-01-09 07:00:00,2.4565899691504627,2.74,13.7,0.79,19.25,1015.05,0.76,9.89,0.0103,0.51
2015-01-09 08:00:00,2.6888176157615735,1.11,14.91,0.81,19.8,1015.16,0.0,10.59,0.0082,0.42
2015-01-09 09:00:00,2.6611044470300924,2.0,14.99,0.8,20.11,1015.3,0.31,11.97,0.0043,0.17
2015-01-09 10:00:00,2.6599464377731485,5.82,14.45,0.76,20.68,1015.35,,11.95,0.0014,0.03
2015-01-09 11:00:00,2.4473347248078707,8.88,13.44,0.7,21.63,1014.86,0.31,10.0,0.0,0.0
2015-01-09 12:00:00,2.404075401224538,9.77,12.22,0.6,23.95,1013.98,0.29,12.75,0.0,0.0
2015-01-09 13:00:00,2.2652590817824074,9.74,11.02,0.54,25.45,1013.55,0.23,16.35,0.0,0.0
2015-01-09 14:00:00,2.368001782416666,9.63,10.22,0.5,26.45,1013.8,0.23,13.36,0.0,0.0
2015-01-09 15:00:00,2.2757080324097223,9.8,10.2,0.5,26.39,1014.51,0.31,11.37,0.0,0.0
2015-01-09 16:00:00,2.3423701620486113,9.43,8.51,0.46,26.43,1015.43,0.23,12.3,0.0,0.0
2015-01-09 17:00:00,2.5097699408564815,9.9,7.6,0.47,24.85,1016.46,0.14,9.66,0.0,0.0
2015-01-09 18:00:00,2.6139939351805555,10.0,6.96,0.5,22.55,1017.64,0.08,7.7,0.0,0.0
2015-01-09 19:00:00,2.5827165277754642,10.0,6.24,0.51,21.56,1018.72,0.0,6.27,0.0,0.0
2015-01-09 20:00:00,2.6695734593564824,10.0,6.03,0.58,18.19,1019.51,0.0,5.21,0.0,0.0
2015-01-09 21:00:00,2.775453906886574,10.0,5.98,0.69,14.35,1020.29,0.07,6.38,0.0,0.0
2015-01-09 22:00:00,2.5439559207800926,9.89,4.57,0.7,12.55,1020.75,0.01,4.8,0.0,0.0
2015-01-09 23:00:00,2.549713413037039,9.47,3.52,0.71,10.9,1021.15,0.06,3.58,0.0,0.0
2015-01-10 00:00:00,2.585149449594908,9.18,3.93,0.71,11.37,1021.64,0.09,5.04,0.0,0.0
2015-01-10 01:00:00,2.517382942393519,9.57,3.33,0.73,10.16,1022.25,0.06,6.0,0.0,0.0
2015-01-10 02:00:00,2.524123935178242,9.28,2.24,0.74,8.91,1022.94,0.04,5.24,0.0,0.0
2015-01-10 03:00:00,2.528294187238425,9.2,0.2,0.71,7.6,1023.75,0.06,6.68,0.0,0.0
2015-01-10 04:00:00,2.485042425398149,9.44,0.9,0.73,7.73,1024.22,0.06,7.24,0.0,0.0
2015-01-10 05:00:00,2.5730232381712947,9.44,-0.65,0.74,5.72,1024.79,0.0,3.29,0.0,0.0
2015-01-10 06:00:00,2.6485672839583327,9.47,-2.11,0.71,5.1,1025.59,0.02,5.77,0.0,0.0
2015-01-10 07:00:00,2.738424272127316,9.59,-2.03,0.68,6.16,1026.58,0.0,6.2,0.0,0.0
2015-01-10 08:00:00,2.862794578215278,9.23,-1.92,0.73,4.83,1027.76,0.04,6.3,0.0,0.0
2015-01-10 09:00:00,2.8253627674675923,9.15,0.96,0.63,10.92,1029.18,0.06,7.23,0.0,0.0
2015-01-10 10:00:00,2.7741077520648156,10.0,1.55,0.53,15.4,1029.91,0.06,10.97,0.0,0.0
2015-01-10 11:00:00,2.6137430658333347,10.0,0.12,0.47,16.84,1029.98,0.09,11.32,0.0,0.0
2015-01-10 12:00:00,2.8001692746875,10.0,-0.81,0.43,17.8,1029.87,0.11,11.02,0.0,0.0
2015-01-10 13:00:00,2.5366600025763884,10.0,-1.24,0.41,18.67,1029.74,0.02,10.5,0.0,0.0
2015-01-10 14:00:00,2.240931391488427,10.0,-2.08,0.38,19.56,1029.63,0.02,9.88,0.0,0.0
2015-01-10 15:00:00,2.152123413050926,10.0,-3.31,0.35,19.66,1029.88,0.0,9.84,0.0,0.0
2015-01-10 16:00:00,2.3946056764490744,10.0,-4.31,0.34,19.27,1030.64,0.0,9.14,0.0,0.0
2015-01-10 17:00:00,2.5734484902199055,10.0,-4.8,0.37,16.83,1030.33,0.0,6.81,0.0,0.0
2015-01-10 18:00:00,2.7380110288287027,10.0,-5.63,0.41,13.41,1030.71,0.0,5.34,0.0,0.0
2015-01-10 19:00:00,2.7415802649305565,10.0,-4.18,0.51,10.11,1030.51,0.0,3.32,0.0,0.0
